i,sigma_hat,m_hat,alpha_hat,sigmaLogError,mLogError,alphaLogError
3222,5.08E-02,1.774382528,1.017047909,-7.138966112,-1.488914315,-4.071727708
3223,5.08E-02,1.777466683,1.016756618,-7.138739941,-1.502678451,-4.088961979
3224,5.08E-02,1.775901294,1.016904203,-7.157657068,-1.495668674,-4.080193012
3225,5.08E-02,1.773436119,1.017137226,-7.17115457,-1.48472834,-4.066502237
3226,5.08E-02,1.773318598,1.017148355,-7.193650384,-1.484209765,-4.065853008
3227,5.07E-02,1.769825786,1.017479841,-7.197458729,-1.468918804,-4.046707032
3228,5.07E-02,1.76861968,1.017594704,-7.219522606,-1.463692517,-4.040157353
3229,5.07E-02,1.766263788,1.017819568,-7.236066758,-1.4535621,-4.027458086
3230,5.07E-02,1.769208557,1.017538448,-7.23919354,-1.466240822,-4.043359759
3231,5.07E-02,1.773565241,1.017124605,-7.219303368,-1.485298417,-4.067238964
3232,5.07E-02,1.769525702,1.017507784,-7.214136792,-1.467615928,-4.045109679
3233,5.07E-02,1.768713278,1.017585136,-7.237338758,-1.464097118,-4.04070128
3234,5.07E-02,1.770551744,1.017410171,-7.251438075,-1.472077739,-4.05070073
3235,5.08E-02,1.776772655,1.01682117,-7.187581971,-1.499564542,-4.085117096
3236,5.08E-02,1.771707587,1.017299582,-7.160048032,-1.477127958,-4.057072933
3237,5.08E-02,1.770286184,1.017434514,-7.179973511,-1.470921023,-4.049303485
3238,5.08E-02,1.772165254,1.017256128,-7.192516231,-1.479134711,-4.059587952
3239,5.08E-02,1.766843735,1.017761996,-7.163985033,-1.456046386,-4.030694152
3240,5.08E-02,1.767698993,1.017680375,-7.183394616,-1.459721305,-4.035299987
3241,5.08E-02,1.763604953,1.018071671,-7.179414089,-1.442250944,-4.013409688
3242,5.08E-02,1.765543576,1.017885973,-7.192131715,-1.450485532,-4.02373848
3243,5.07E-02,1.767272883,1.017720769,-7.206430949,-1.457888684,-4.033017955
3244,5.07E-02,1.763152061,1.018114756,-7.20141032,-1.440336951,-4.011028425
3245,5.07E-02,1.764923863,1.017944959,-7.215664416,-1.447845831,-4.020446047
3246,5.07E-02,1.761896519,1.018235121,-7.225260296,-1.435049905,-4.004405806
3247,5.07E-02,1.764074374,1.018026133,-7.236211239,-1.444238669,-4.015932762
3248,5.07E-02,1.761666903,1.018257031,-7.251807415,-1.434086015,-4.003205013
3249,5.07E-02,1.764034968,1.018029784,-7.260910931,-1.444071655,-4.01573021
3250,5.07E-02,1.758502499,1.018561279,-7.230375098,-1.420896154,-3.986677659
3251,5.07E-02,1.75821371,1.01858915,-7.254152939,-1.419701044,-3.985177196
3252,5.07E-02,1.758539368,1.018557718,-7.277438823,-1.421048833,-3.986869529
3253,5.07E-02,1.759082873,1.018505296,-7.300494973,-1.423302274,-3.98969832
3254,5.07E-02,1.757525661,1.018655534,-7.323178206,-1.416859394,-3.98161243
3255,5.06E-02,1.757221365,1.018684931,-7.349183087,-1.415605218,-3.980037921
3256,5.06E-02,1.760873778,1.018332749,-7.341018567,-1.430763742,-3.999066228
3257,5.06E-02,1.760033095,1.018413597,-7.366866627,-1.427254259,-3.994665946
3258,5.06E-02,1.760422295,1.018376151,-7.392463909,-1.42887747,-3.9967016
3259,5.06E-02,1.760532528,1.018365549,-7.419536389,-1.429337686,-3.997278694
3260,5.06E-02,1.762645126,1.018162685,-7.43239806,-1.438198898,-4.008386061
3261,5.06E-02,1.765471918,1.017892184,-7.434228755,-1.450179946,-4.023391291
3262,5.06E-02,1.770064261,1.017454972,-7.395836631,-1.469955405,-4.04813072
3263,5.06E-02,1.770170457,1.017444902,-7.422588004,-1.470417363,-4.048707822
3264,5.06E-02,1.770128901,1.01744884,-7.450342216,-1.470236566,-4.048482088
3265,5.06E-02,1.768825705,1.017572469,-7.475690844,-1.464583328,-4.041421869
3266,5.06E-02,1.766851732,1.01776014,-7.495920962,-1.456080682,-4.030798652
3267,5.05E-02,1.765257039,1.017912138,-7.520732092,-1.449264147,-4.022276713
3268,5.05E-02,1.767833779,1.017666577,-7.524835863,-1.460301695,-4.036080712
3269,5.05E-02,1.766842997,1.017760831,-7.554104426,-1.456043218,-4.030759757
3270,5.05E-02,1.765127368,1.017924327,-7.57895889,-1.448711903,-4.021596449
3271,5.05E-02,1.763047944,1.018123006,-7.600800584,-1.439897455,-4.010573092
3272,5.05E-02,1.765561707,1.01788276,-7.606833254,-1.450562869,-4.023918183
3273,5.05E-02,1.768089828,1.017642033,-7.611121144,-1.461405172,-4.037470997
3274,5.05E-02,1.765959807,1.017844632,-7.631201234,-1.452262412,-4.026052527
3275,5.05E-02,1.765660465,1.017873159,-7.665490996,-1.45098421,-4.02445517
3276,5.05E-02,1.769398836,1.017517577,-7.637665059,-1.467065624,-4.044550513
3277,5.05E-02,1.76566208,1.017872567,-7.62112153,-1.450991105,-4.024488291
3278,5.05E-02,1.770453984,1.017417101,-7.559865521,-1.471651766,-4.050302761
3279,5.05E-02,1.771123905,1.017353721,-7.587860419,-1.474574491,-4.053948315
3280,5.05E-02,1.768156718,1.017634715,-7.588473538,-1.461693643,-4.037885861
3281,5.05E-02,1.767805756,1.017668044,-7.620991855,-1.460180997,-4.035997706
3282,5.05E-02,1.763127815,1.018113581,-7.576161993,-1.440234585,-4.011093291
3283,5.05E-02,1.761115963,1.018306199,-7.598178125,-1.431777047,-4.000515546
3284,5.05E-02,1.764045383,1.018025733,-7.594953603,-1.444115794,-4.015954954
3285,5.05E-02,1.765828293,1.017855656,-7.611627242,-1.451700642,-4.025434961
3286,5.05E-02,1.767251057,1.017720269,-7.633236913,-1.457794904,-4.03304614
3287,5.05E-02,1.761335009,1.018284368,-7.537183753,-1.432694422,-4.001708802
3288,5.05E-02,1.760803242,1.018335351,-7.568044384,-1.430468811,-3.998924313
3289,5.05E-02,1.760182229,1.018394935,-7.599708278,-1.427875933,-3.995679928
3290,5.05E-02,1.760399223,1.018374107,-7.631705714,-1.42878117,-3.99681285
3291,5.05E-02,1.763659025,1.018061905,-7.619405193,-1.442479708,-4.013950256
3292,5.05E-02,1.767449297,1.017700746,-7.58870393,-1.458646999,-4.034148504
3293,5.05E-02,1.767925822,1.017655507,-7.618573751,-1.460698225,-4.036707507
3294,5.05E-02,1.76276087,1.018147022,-7.546867705,-1.438686657,-4.009248783
3295,5.05E-02,1.763636501,1.018063349,-7.572929668,-1.442384407,-4.013870285
3296,5.05E-02,1.760617489,1.018352083,-7.575837721,-1.429692543,-3.998012185
3297,5.05E-02,1.756508268,1.018747038,-7.556081038,-1.412672293,-3.976719491
3298,5.05E-02,1.757027864,1.018696935,-7.585244853,-1.41480851,-3.979395672
3299,5.05E-02,1.756244468,1.018772465,-7.616926502,-1.411589472,-3.975364094
3300,5.05E-02,1.75469554,1.018922026,-7.645142642,-1.405255144,-3.967428659
3301,5.05E-02,1.755756777,1.018819488,-7.672733777,-1.409590733,-3.972862363
3302,5.05E-02,1.756235396,1.018773302,-7.705648924,-1.411552255,-3.975319537
3303,5.04E-02,1.757208246,1.018679525,-7.735546035,-1.415551184,-3.980327268
3304,5.04E-02,1.755932608,1.01880246,-7.769120942,-1.410310894,-3.973767566
3305,5.05E-02,1.748452783,1.019527172,-7.608884034,-1.380124564,-3.935948352
3306,5.05E-02,1.752482804,1.019135098,-7.58448156,-1.39627522,-3.956231025
3307,5.05E-02,1.753423417,1.019043957,-7.611451232,-1.400082652,-3.961005429
3308,5.05E-02,1.753720272,1.019015223,-7.643219553,-1.401287282,-3.962515385
3309,5.05E-02,1.754828354,1.018908078,-7.669953412,-1.405796717,-3.968166041
3310,5.05E-02,1.755705199,1.018823424,-7.699494788,-1.409379584,-3.972653227
3311,5.04E-02,1.755102748,1.018881555,-7.735098066,-1.406916536,-3.969569769
3312,5.04E-02,1.753834658,1.019004058,-7.768490993,-1.401751846,-3.963102741
3313,5.04E-02,1.754064508,1.018981832,-7.805806438,-1.402686006,-3.964272965
3314,5.04E-02,1.755053366,1.018886299,-7.838261422,-1.406714911,-3.969318524
3315,5.04E-02,1.755678049,1.018826028,-7.875402495,-1.409268454,-3.97251488
3316,5.04E-02,1.756277343,1.018768264,-7.914077561,-1.411724352,-3.975587907
3317,5.03E-02,1.755596506,1.01883387,-7.957581993,-1.408934757,-3.972098417
3318,5.03E-02,1.755245666,1.018867701,-8.003911717,-1.407500289,-3.970303741
3319,5.04E-02,1.762740273,1.018147929,-7.749667777,-1.438599842,-4.009198815
3320,5.04E-02,1.759710584,1.018437439,-7.74414932,-1.425911181,-3.993371971
3321,5.04E-02,1.761494411,1.018266688,-7.760381157,-1.433362534,-4.002676198
3322,5.04E-02,1.764297561,1.017999258,-7.748730364,-1.44518512,-4.017424768
3323,5.04E-02,1.762866162,1.018135564,-7.776813821,-1.43913058,-4.009880397
3324,5.04E-02,1.765355751,1.017898526,-7.772545266,-1.449684745,-4.023036943
3325,5.04E-02,1.765847552,1.017851826,-7.806992398,-1.451782889,-4.025649505
3326,5.04E-02,1.767887229,1.017658479,-7.812395077,-1.460531946,-4.036539233
3327,5.04E-02,1.768212882,1.017627677,-7.849299195,-1.461935921,-4.038285042
3328,5.04E-02,1.76689858,1.017752031,-7.879436835,-1.456281643,-4.031255369
3329,5.04E-02,1.767494667,1.017695581,-7.916228435,-1.458842115,-4.034440329
3330,5.04E-02,1.768516995,1.017598887,-7.947278213,-1.46324882,-4.03991962
3331,5.04E-02,1.772195363,1.017252087,-7.866434823,-1.479266872,-4.059822185
3332,5.04E-02,1.773914694,1.017090749,-7.873286981,-1.486842891,-4.06921798
3333,5.04E-02,1.776335258,1.016864343,-7.845188438,-1.497607036,-4.08255379
3334,5.04E-02,1.776439527,1.016854616,-7.883753367,-1.498073329,-4.083130718
3335,5.04E-02,1.772526183,1.017220415,-7.750659294,-1.480720138,-4.061659663
3336,5.04E-02,1.770891685,1.017373999,-7.766833008,-1.473560395,-4.052780484
3337,5.04E-02,1.767708003,1.017674189,-7.728943928,-1.459760093,-4.03564993
3338,5.04E-02,1.768259384,1.017622049,-7.760632419,-1.462136569,-4.03860435
3339,5.04E-02,1.768087623,1.017638282,-7.797102754,-1.461395662,-4.037683597
3340,5.04E-02,1.767196284,1.017722576,-7.83091719,-1.457559603,-4.032915989
3341,5.04E-02,1.766268008,1.017810481,-7.865704621,-1.453580155,-4.027968198
3342,5.04E-02,1.76928543,1.017524991,-7.829581672,-1.46657396,-4.044127384
3343,5.04E-02,1.767325842,1.017710039,-7.840895614,-1.458116269,-4.03362361
3344,5.04E-02,1.769275777,1.017525754,-7.844921139,-1.46653212,-4.044083821
3345,5.04E-02,1.770692701,1.01739222,-7.862711276,-1.472692259,-4.051732274
3346,5.04E-02,1.770516112,1.017408839,-7.902674101,-1.471922456,-4.050777238
3347,5.04E-02,1.773977532,1.017083696,-7.821316147,-1.487120869,-4.069630722
3348,5.04E-02,1.77320296,1.01715622,-7.854474166,-1.483699758,-4.065394494
3349,5.04E-02,1.773958436,1.017085458,-7.885168664,-1.487036386,-4.06952756
3350,5.04E-02,1.776660272,1.016833006,-7.833451895,-1.499061225,-4.0844137
3351,5.04E-02,1.776647676,1.016834179,-7.871444205,-1.499004826,-4.084344006
3352,5.04E-02,1.776429456,1.016854509,-7.910781108,-1.49802828,-4.083137074
3353,5.04E-02,1.77845704,1.016665793,-7.886332037,-1.507138756,-4.09439697
3354,5.04E-02,1.779893422,1.016532533,-7.886934619,-1.513643404,-4.102425156
3355,5.04E-02,1.781115309,1.016419454,-7.893589443,-1.519210213,-4.109288409
3356,5.04E-02,1.780899365,1.016439409,-7.932811281,-1.518224134,-4.108073831
3357,5.03E-02,1.781103387,1.016420553,-7.972509476,-1.519155748,-4.109221472
3358,5.03E-02,1.781361428,1.016396716,-8.012932852,-1.520335268,-4.110674188
3359,5.03E-02,1.781715509,1.016364027,-8.052955137,-1.521956061,-4.112669848
3360,5.03E-02,1.782137503,1.016325097,-8.092499938,-1.523891164,-4.115051677
3361,5.03E-02,1.782045671,1.016333564,-8.140758131,-1.523469737,-4.114533172
3362,5.03E-02,1.781582819,1.016376253,-8.185432087,-1.521348372,-4.111922966
3363,5.03E-02,1.783218112,1.016225477,-8.142433763,-1.528863557,-4.121172625
3364,5.03E-02,1.783720409,1.016179283,-8.180149214,-1.531183303,-4.124023655
3365,5.03E-02,1.783514032,1.01619825,-8.231092403,-1.530229549,-4.122852067
3366,5.03E-02,1.784602732,1.016098229,-8.223461693,-1.535271195,-4.129045991
3367,5.03E-02,1.786542571,1.015920512,-8.057723943,-1.544317862,-4.140146926
3368,5.03E-02,1.786565454,1.015918423,-8.103062541,-1.54442507,-4.14027819
3369,5.03E-02,1.785645048,1.01600251,-8.073905764,-1.540121983,-4.13500967
3370,5.03E-02,1.78644357,1.015929458,-8.076029766,-1.54385417,-4.139585157
3371,5.04E-02,1.788596197,1.015733054,-7.779065461,-1.553985217,-4.151991401
3372,5.04E-02,1.788213271,1.015767852,-7.786180464,-1.552175504,-4.149782101
3373,5.04E-02,1.788318933,1.01575824,-7.818628367,-1.552674536,-4.150391885
3374,5.04E-02,1.787707137,1.015813898,-7.802031443,-1.54978853,-4.146866075
3375,5.04E-02,1.788918413,1.015703602,-7.709365612,-1.555510552,-4.153865157
3376,5.04E-02,1.789112865,1.015685946,-7.733375435,-1.556432196,-4.154990151
3377,5.04E-02,1.789459512,1.015654495,-7.735575944,-1.558077301,-4.156997166
3378,5.04E-02,1.789663782,1.015635987,-7.747602643,-1.55904799,-4.158180174
3379,5.04E-02,1.789793217,1.015624271,-7.762735396,-1.559663552,-4.158929747
3380,5.04E-02,1.789904043,1.015614248,-7.758363468,-1.560190916,-4.159571422
3381,5.04E-02,1.789909312,1.015613773,-7.759754153,-1.560215994,-4.1596019
3382,5.04E-02,1.789965862,1.015608659,-7.780536815,-1.5604852,-4.159929425
3383,5.04E-02,1.789932859,1.015611642,-7.782395706,-1.560328081,-4.159738388
3384,5.04E-02,1.790041168,1.015601845,-7.793570519,-1.560843804,-4.160366078
3385,5.04E-02,1.789982948,1.015607107,-7.782734012,-1.560566553,-4.16002892
3386,5.04E-02,1.790118405,1.015594851,-7.794337239,-1.56121174,-4.160814457
3387,5.04E-02,1.790232139,1.015584572,-7.769552175,-1.561753784,-4.161473848
3388,5.04E-02,1.790255552,1.015582459,-7.794971163,-1.561865405,-4.161609443
3389,5.04E-02,1.79025682,1.015582344,-7.821431391,-1.561871451,-4.16161679
3390,5.04E-02,1.790221174,1.015585564,-7.833302633,-1.561701515,-4.161410154
3391,5.04E-02,1.790323396,1.015576322,-7.845268298,-1.562188917,-4.162003315
3392,5.04E-02,1.790330728,1.01557566,-7.879393106,-1.562223884,-4.162045833
3393,5.04E-02,1.790309239,1.015577601,-7.891877495,-1.562121399,-4.161921239
3394,5.04E-02,1.790488575,1.015561392,-7.832375488,-1.562977008,-4.162962303
3395,5.04E-02,1.790397531,1.015569606,-7.78814023,-1.562542549,-4.162434599
3396,5.04E-02,1.790435085,1.015566223,-7.819781524,-1.56272173,-4.162651886
3397,5.04E-02,1.790793188,1.015533967,-7.744250792,-1.564431984,-4.164726205
3398,5.04E-02,1.790796774,1.015533644,-7.771358016,-1.564449125,-4.164747035
3399,5.05E-02,1.790744664,1.015538348,-7.70488313,-1.564200069,-4.164444252
3400,5.05E-02,1.790470852,1.015563116,-7.686467159,-1.562892417,-4.162851542
3401,5.04E-02,1.790600255,1.015551394,-7.712138323,-1.563510196,-4.163604994
3402,5.04E-02,1.790379322,1.0155714,-7.727479874,-1.562455675,-4.162319391
3403,5.05E-02,1.790924034,1.015522048,-7.694736348,-1.565057622,-4.165493787
3404,5.04E-02,1.790950238,1.015519679,-7.724529296,-1.565182959,-4.165646467
3405,5.04E-02,1.791044426,1.015511162,-7.74948738,-1.565633614,-4.166195356
3406,5.04E-02,1.791175013,1.015499362,-7.762180232,-1.566258761,-4.16695641
3407,5.04E-02,1.791228667,1.015494518,-7.78258853,-1.566515724,-4.16726898
3408,5.04E-02,1.791262862,1.015491433,-7.765330127,-1.566679533,-4.167468111
3409,5.05E-02,1.790972021,1.015517641,-7.556561868,-1.565287163,-4.165777764
3410,5.05E-02,1.791279217,1.015490045,-7.565921206,-1.566757887,-4.167557723
3411,5.05E-02,1.79101383,1.015513905,-7.573658526,-1.565487203,-4.166018558
3412,5.05E-02,1.791031421,1.015512325,-7.599514549,-1.565571378,-4.166120429
3413,5.05E-02,1.790990425,1.015516008,-7.625902907,-1.565375214,-4.165883012
3414,5.05E-02,1.791562657,1.015464616,-7.597184607,-1.568116795,-4.169200707
3415,5.05E-02,1.791600381,1.015461224,-7.623223765,-1.568297797,-4.169420074
3416,5.05E-02,1.791482133,1.015471859,-7.644117065,-1.56773055,-4.168732474
3417,5.05E-02,1.791139477,1.015502668,-7.633617197,-1.566088602,-4.166743131
3418,5.05E-02,1.790476721,1.015562217,-7.59088481,-1.56292043,-4.162909258
3419,5.05E-02,1.790951915,1.015519591,-7.597686617,-1.565190981,-4.165652132
3420,5.05E-02,1.79119094,1.015498138,-7.617068388,-1.566335031,-4.167035382
3421,5.05E-02,1.791547554,1.015466125,-7.624857361,-1.568044341,-4.169103141
3422,5.05E-02,1.79151638,1.015468925,-7.651915183,-1.5678948,-4.168922081
3423,5.05E-02,1.791122311,1.015504332,-7.646244394,-1.566006418,-4.166635811
3424,5.05E-02,1.790717019,1.01554072,-7.653465821,-1.564067967,-4.164291574
3425,5.05E-02,1.790750589,1.015537709,-7.681006328,-1.564228385,-4.164485398
3426,5.05E-02,1.791289447,1.015489374,-7.68012618,-1.566806901,-4.167601025
3427,5.04E-02,1.791327208,1.015485985,-7.708419394,-1.566987841,-4.167819886
3428,5.05E-02,1.790516636,1.015558787,-7.63866287,-1.563110949,-4.163129739
3429,5.05E-02,1.790924145,1.015522252,-7.653014273,-1.565058149,-4.165480699
3430,5.05E-02,1.790858571,1.015528134,-7.680361326,-1.564744563,-4.165101818
3431,5.05E-02,1.791012207,1.015514354,-7.706244023,-1.565479435,-4.165989603
3432,5.04E-02,1.791144912,1.01550245,-7.733254854,-1.566114626,-4.166757195
3433,5.04E-02,1.791263217,1.015491836,-7.761287648,-1.566681234,-4.167442096
3434,5.04E-02,1.791080348,1.015508248,-7.787902158,-1.565805539,-4.166383283
3435,5.04E-02,1.790305273,1.015577817,-7.750089159,-1.562102487,-4.161907357
3436,5.04E-02,1.789671579,1.01563465,-7.753495782,-1.559085062,-4.158265682
3437,5.04E-02,1.789225114,1.015674675,-7.773716569,-1.556964606,-4.155708937
3438,5.04E-02,1.790029031,1.015602665,-7.771871841,-1.560786,-4.160313565
3439,5.04E-02,1.789884325,1.015615636,-7.801613213,-1.560097065,-4.159482538
3440,5.04E-02,1.79002123,1.015603366,-7.831795286,-1.56074885,-4.160268597
3441,5.04E-02,1.791137579,1.015503363,-7.78114828,-1.566079518,-4.166698303
3442,5.04E-02,1.791620602,1.015460057,-7.786707858,-1.568394834,-4.169495534
3443,5.04E-02,1.791787507,1.015445084,-7.813593891,-1.569196121,-4.170464505
3444,5.04E-02,1.792027483,1.015423552,-7.834693622,-1.570349339,-4.171859594
3445,5.04E-02,1.792403011,1.015389847,-7.830868684,-1.572156634,-4.174047246
3446,5.04E-02,1.792638131,1.015368728,-7.834945921,-1.573289852,-4.175420462
3447,5.04E-02,1.792584621,1.015373539,-7.864683866,-1.573031832,-4.175107489
3448,5.04E-02,1.792589755,1.015373078,-7.899087125,-1.573056586,-4.175137504
3449,5.04E-02,1.792215334,1.015406736,-7.802733415,-1.571252995,-4.172950448
3450,5.04E-02,1.79153044,1.015468212,-7.739248108,-1.567962243,-4.168968209
3451,5.05E-02,1.792433862,1.015387285,-7.691751076,-1.572305253,-4.174213766
3452,5.04E-02,1.792579645,1.015374211,-7.716235975,-1.573007846,-4.175063801
3453,5.05E-02,1.792113912,1.015416003,-7.698563681,-1.570765004,-4.17234914
3454,5.04E-02,1.792457583,1.015385204,-7.712297484,-1.57241954,-4.174349006
3455,5.04E-02,1.792165574,1.015411393,-7.727650032,-1.571013544,-4.172648242
3456,5.04E-02,1.79235178,1.015394704,-7.752356617,-1.571909882,-4.173731705
3457,5.04E-02,1.792435187,1.015387227,-7.78136345,-1.572311637,-4.174217534
3458,5.04E-02,1.792009152,1.015425436,-7.78216855,-1.570261201,-4.171737415
3459,5.04E-02,1.79177906,1.015446058,-7.807589492,-1.56915555,-4.170401433
3460,5.04E-02,1.790998492,1.015516025,-7.78092615,-1.56541381,-4.165881949
3461,5.04E-02,1.791798343,1.015444437,-7.769647096,-1.569248162,-4.1705064
3462,5.04E-02,1.79214966,1.015412974,-7.788234478,-1.570936976,-4.172545627
3463,5.04E-02,1.791309417,1.015488295,-7.74225899,-1.56690259,-4.167670702
3464,5.05E-02,1.790158274,1.015591424,-7.690831134,-1.561401716,-4.161034249
3465,5.04E-02,1.790093412,1.015597228,-7.718570656,-1.561092667,-4.160662046
3466,5.04E-02,1.790355218,1.015573804,-7.743793139,-1.562340695,-4.162164991
3467,5.04E-02,1.790603561,1.015551583,-7.769797303,-1.563525987,-4.163592857
3468,5.04E-02,1.790164999,1.015590844,-7.791136651,-1.561433767,-4.161071483
3469,5.04E-02,1.790444409,1.015565843,-7.81767276,-1.562766225,-4.162676326
3470,5.04E-02,1.789400277,1.015659347,-7.79724839,-1.557795995,-4.156687258
3471,5.04E-02,1.787862839,1.015797038,-7.746342397,-1.550522228,-4.147932806
3472,5.04E-02,1.788987941,1.015696436,-7.740892577,-1.555839994,-4.1543216
3473,5.04E-02,1.790390305,1.015571073,-7.707237431,-1.562508074,-4.162340376
3474,5.04E-02,1.790390663,1.015571041,-7.735365688,-1.562509778,-4.162342426
3475,5.04E-02,1.790386943,1.015571374,-7.764298185,-1.562492035,-4.162321054
3476,5.04E-02,1.789990533,1.01560685,-7.787897669,-1.560602667,-4.160045337
3477,5.04E-02,1.790660342,1.015546946,-7.79855887,-1.563797186,-4.163891077
3478,5.04E-02,1.789705356,1.015632445,-7.786513311,-1.559245667,-4.158406743
3479,5.04E-02,1.790644284,1.015548492,-7.781993249,-1.563720484,-4.163791636
3480,5.04E-02,1.790773571,1.015536925,-7.811193556,-1.564338222,-4.164535813
3481,5.04E-02,1.789567757,1.015644891,-7.77208232,-1.558591564,-4.15761084
3482,5.04E-02,1.79058863,1.015553627,-7.7636077,-1.563454686,-4.16346141
3483,5.05E-02,1.792292059,1.015401392,-7.667687446,-1.571622317,-4.173297408
3484,5.05E-02,1.792712275,1.015363796,-7.681424249,-1.573647473,-4.175741429
3485,5.05E-02,1.793502851,1.015293061,-7.651242136,-1.577468675,-4.180356104
3486,5.05E-02,1.793848329,1.015262121,-7.657986159,-1.579143112,-4.182381276
