 sigma_hat,alpha_hat,m_hat,sigma_hatError,alpha_hatError,m_hatError                                  
   3.9305341691632682E-002 ,   1.0004419599869119      ,   2.1350235037304515      ,   3.9305341691632682E-002 ,   1.0004419599869119      ,  -32663.864976496268     
   4.4655679111744000E-002 ,   1.0191619670004868      ,   1.8528735586683518      ,   4.4655679111744000E-002 ,   1.0191619670004868      ,  -32664.147126441330     
   4.3871560612212271E-002 ,  0.98365302289900325      ,   2.0413321711461410      ,   4.3871560612212271E-002 ,  0.98365302289900325      ,  -32663.958667828854     
   4.6934267478901448E-002 ,   1.0004452183330654      ,   1.7165173013453332      ,   4.6934267478901448E-002 ,   1.0004452183330654      ,  -32664.283482698655     
   4.3950527234052843E-002 ,  0.99579786887125921      ,   1.7267071093016224      ,   4.3950527234052843E-002 ,  0.99579786887125921      ,  -32664.273292890699     
   3.7479455020354317E-002 ,   1.0701349449300743      ,   1.5645179379142302      ,   3.7479455020354317E-002 ,   1.0701349449300743      ,  -32664.435482062087     
   3.9398061244161731E-002 ,   1.0483228034436869      ,   1.7622382941751638      ,   3.9398061244161731E-002 ,   1.0483228034436869      ,  -32664.237761705826     
   3.5523205057361118E-002 ,   1.0598384186667553      ,   1.5903159943739806      ,   3.5523205057361118E-002 ,   1.0598384186667553      ,  -32664.409684005626     
   3.7686564786170225E-002 ,  0.96426489349031363      ,   2.3776105587992555      ,   3.7686564786170225E-002 ,  0.96426489349031363      ,  -32663.622389441200     
   4.3084663885206452E-002 ,  0.96643690452134656      ,   2.1344856013786417      ,   4.3084663885206452E-002 ,  0.96643690452134656      ,  -32663.865514398622     
   4.4356653101448852E-002 ,  0.98290331365076955      ,   2.7195907125482419      ,   4.4356653101448852E-002 ,  0.98290331365076955      ,  -32663.280409287450     
   5.2886112359338835E-002 ,  0.97909853682103887      ,   1.9612347778970651      ,   5.2886112359338835E-002 ,  0.97909853682103887      ,  -32664.038765222103     
   4.3984212254852106E-002 ,   1.0465971328523023      ,   2.2131455529931272      ,   4.3984212254852106E-002 ,   1.0465971328523023      ,  -32663.786854447007     
   4.1585535841003905E-002 ,   1.0149788679346921      ,   1.9806690916461946      ,   4.1585535841003905E-002 ,   1.0149788679346921      ,  -32664.019330908355     
   4.4169813405086647E-002 ,  0.93951329482362533      ,   2.2106876831112356      ,   4.4169813405086647E-002 ,  0.93951329482362533      ,  -32663.789312316891     
   4.2097932490003084E-002 ,   1.0454740918542276      ,   1.6165668730549163      ,   4.2097932490003084E-002 ,   1.0454740918542276      ,  -32664.383433126946     
   4.4225983679167295E-002 ,   1.0503550723257120      ,   1.6506915154619011      ,   4.4225983679167295E-002 ,   1.0503550723257120      ,  -32664.349308484540     
   4.0631594596178017E-002 ,   1.0074866490501055      ,   1.7022311792775762      ,   4.0631594596178017E-002 ,   1.0074866490501055      ,  -32664.297768820721     
   4.1054114103997480E-002 ,  0.98797880182353381      ,   1.8876004940212379      ,   4.1054114103997480E-002 ,  0.98797880182353381      ,  -32664.112399505979     
   4.1426961257680944E-002 ,  0.95793543896461075      ,   2.1212131968756571      ,   4.1426961257680944E-002 ,  0.95793543896461075      ,  -32663.878786803125     
   4.2704167618627442E-002 ,   1.0005448057440871      ,   1.7738776197606281      ,   4.2704167618627442E-002 ,   1.0005448057440871      ,  -32664.226122380238     
   3.9817821174297087E-002 ,  0.98129550404223342      ,   2.0463379356179190      ,   3.9817821174297087E-002 ,  0.98129550404223342      ,  -32663.953662064381     
   3.9381122757965986E-002 ,  0.93238256774727690      ,   2.2282707589387143      ,   3.9381122757965986E-002 ,  0.93238256774727690      ,  -32663.771729241060     
   3.7965646025881199E-002 ,   1.0346593250703071      ,   1.5485748160298729      ,   3.7965646025881199E-002 ,   1.0346593250703071      ,  -32664.451425183972     
   4.0940795764105233E-002 ,   1.0691551480167845      ,   1.6885771804129346      ,   4.0940795764105233E-002 ,   1.0691551480167845      ,  -32664.311422819588     
   4.1989238357868844E-002 ,   1.0142297430152722      ,   1.8539173127954982      ,   4.1989238357868844E-002 ,   1.0142297430152722      ,  -32664.146082687206     
   5.1283836730365129E-002 ,   1.0838852716005027      ,   1.6312793443612010      ,   5.1283836730365129E-002 ,   1.0838852716005027      ,  -32664.368720655639     
   3.8784269870300828E-002 ,  0.96969632228496405      ,   2.0966886812168477      ,   3.8784269870300828E-002 ,  0.96969632228496405      ,  -32663.903311318783     
   5.0167577151726192E-002 ,   1.1241747900454309      ,   1.2218860827825626      ,   5.0167577151726192E-002 ,   1.1241747900454309      ,  -32664.778113917218     
   4.1616471802012084E-002 ,  0.93509098382941347      ,   2.3047268802287553      ,   4.1616471802012084E-002 ,  0.93509098382941347      ,  -32663.695273119771     
   3.7012685901772605E-002 ,  0.98189824722582864      ,   2.2396333830605184      ,   3.7012685901772605E-002 ,  0.98189824722582864      ,  -32663.760366616938     
   3.8575433064519625E-002 ,   1.0170533286774603      ,   1.8003345013464100      ,   3.8575433064519625E-002 ,   1.0170533286774603      ,  -32664.199665498654     
   3.8715821884163427E-002 ,  0.99282513578985887      ,   2.1396148272658082      ,   3.8715821884163427E-002 ,  0.99282513578985887      ,  -32663.860385172735     
   4.4737983442627451E-002 ,   1.0407289448890467      ,   2.1054434679212117      ,   4.4737983442627451E-002 ,   1.0407289448890467      ,  -32663.894556532079     
   4.2444856894505348E-002 ,   1.0604113719845927      ,   1.5818900437907593      ,   4.2444856894505348E-002 ,   1.0604113719845927      ,  -32664.418109956208     
   3.7363227127752086E-002 ,   1.1099405085790151      ,   1.6049796029157311      ,   3.7363227127752086E-002 ,   1.1099405085790151      ,  -32664.395020397085     
   3.8053560785193431E-002 ,  0.96861431064690029      ,   2.0426640288925513      ,   3.8053560785193431E-002 ,  0.96861431064690029      ,  -32663.957335971107     
   3.7725398238334977E-002 ,   1.0492724809990035      ,   1.8950031346551837      ,   3.7725398238334977E-002 ,   1.0492724809990035      ,  -32664.104996865346     
   4.1405351042281657E-002 ,   1.0367580419708065      ,   1.9068259012323723      ,   4.1405351042281657E-002 ,   1.0367580419708065      ,  -32664.093174098769     
   3.8901458722170414E-002 ,  0.96206688145384855      ,   2.1805273898806097      ,   3.8901458722170414E-002 ,  0.96206688145384855      ,  -32663.819472610121     
   3.5253724760266780E-002 ,   1.0480177754586433      ,   1.7492390381139342      ,   3.5253724760266780E-002 ,   1.0480177754586433      ,  -32664.250760961888     
   4.6940293474583540E-002 ,  0.99960329206077658      ,   2.1060662462580817      ,   4.6940293474583540E-002 ,  0.99960329206077658      ,  -32663.893933753741     
   4.0539215845352465E-002 ,   1.0184840862956615      ,   2.1210596332401646      ,   4.0539215845352465E-002 ,   1.0184840862956615      ,  -32663.878940366762     
   4.1909379604987078E-002 ,   1.0627746643104607      ,   1.7151882279936983      ,   4.1909379604987078E-002 ,   1.0627746643104607      ,  -32664.284811772006     
   4.5505958560421569E-002 ,   1.0144888228273825      ,   1.8486676585559518      ,   4.5505958560421569E-002 ,   1.0144888228273825      ,  -32664.151332341444     
   4.1212926987163973E-002 ,   1.0160029671576638      ,   1.6702387844995890      ,   4.1212926987163973E-002 ,   1.0160029671576638      ,  -32664.329761215500     
   3.8461255249939125E-002 ,   1.0871338785905409      ,   1.7684104531761564      ,   3.8461255249939125E-002 ,   1.0871338785905409      ,  -32664.231589546824     
   3.9495293161094631E-002 ,  0.99307319916872561      ,   2.0500167275067644      ,   3.9495293161094631E-002 ,  0.99307319916872561      ,  -32663.949983272494     
   4.0009158279550386E-002 ,  0.95595486597096246      ,   2.1289943282947581      ,   4.0009158279550386E-002 ,  0.95595486597096246      ,  -32663.871005671706     
   3.6324502273982678E-002 ,   1.0427846822652718      ,   2.0628537104660087      ,   3.6324502273982678E-002 ,   1.0427846822652718      ,  -32663.937146289532     
   4.5223447583715985E-002 ,  0.96780475770706642      ,   1.6148007320963458      ,   4.5223447583715985E-002 ,  0.96780475770706642      ,  -32664.385199267905     
   3.6715838102361294E-002 ,   1.0255456083267542      ,   1.6876808268600738      ,   3.6715838102361294E-002 ,   1.0255456083267542      ,  -32664.312319173139     
   4.0910605130765346E-002 ,   1.0172615782490861      ,   1.5934688747116390      ,   4.0910605130765346E-002 ,   1.0172615782490861      ,  -32664.406531125289     
   4.0321554223024962E-002 ,   1.0787184044496017      ,   1.7277613092813653      ,   4.0321554223024962E-002 ,   1.0787184044496017      ,  -32664.272238690719     
   4.2009402471790858E-002 ,   1.0950757833322964      ,   1.6156207438740484      ,   4.2009402471790858E-002 ,   1.0950757833322964      ,  -32664.384379256127     
   3.5124877873040077E-002 ,  0.98382392248671102      ,   2.1898607228255265      ,   3.5124877873040077E-002 ,  0.98382392248671102      ,  -32663.810139277175     
   4.3604619635015766E-002 ,  0.95369890481437369      ,   2.0368422529639330      ,   4.3604619635015766E-002 ,  0.95369890481437369      ,  -32663.963157747035     
   4.6831072951860446E-002 ,   1.0267482904476686      ,   1.7658916721046505      ,   4.6831072951860446E-002 ,   1.0267482904476686      ,  -32664.234108327895     
   3.6180590348593167E-002 ,   1.0124113907697265      ,   2.2750700370598818      ,   3.6180590348593167E-002 ,   1.0124113907697265      ,  -32663.724929962940     
   4.3685387062859501E-002 ,   1.0162566350373521      ,   1.8941824295510261      ,   4.3685387062859501E-002 ,   1.0162566350373521      ,  -32664.105817570449     
   3.7813432692230177E-002 ,  0.99657361862132932      ,   1.9405572703750904      ,   3.7813432692230177E-002 ,  0.99657361862132932      ,  -32664.059442729624     
   3.9677972041457510E-002 ,  0.92928226787175694      ,   2.6675673847936467      ,   3.9677972041457510E-002 ,  0.92928226787175694      ,  -32663.332432615207     
   4.8793408342919738E-002 ,   1.0788328771745577      ,   1.7202438753942271      ,   4.8793408342919738E-002 ,   1.0788328771745577      ,  -32664.279756124604     
   4.0043584360083886E-002 ,  0.92932822295884976      ,   2.2335069573994777      ,   4.0043584360083886E-002 ,  0.92932822295884976      ,  -32663.766493042600     
   4.5557527878332130E-002 ,  0.99536951359858417      ,   2.1548439513341235      ,   4.5557527878332130E-002 ,  0.99536951359858417      ,  -32663.845156048665     
   3.6858749261080799E-002 ,   1.1015296604477842      ,   1.9240223350607848      ,   3.6858749261080799E-002 ,   1.1015296604477842      ,  -32664.075977664939     
   3.9337972186421412E-002 ,   1.0170168960539832      ,   2.4378159059843361      ,   3.9337972186421412E-002 ,   1.0170168960539832      ,  -32663.562184094015     
   4.7096968911922173E-002 ,  0.98650159148243755      ,   1.7589156042325953      ,   4.7096968911922173E-002 ,  0.98650159148243755      ,  -32664.241084395766     
   4.1096346347245218E-002 ,  0.93582163719258393      ,   2.1543568260966537      ,   4.1096346347245218E-002 ,  0.93582163719258393      ,  -32663.845643173903     
   3.9970952838551642E-002 ,   1.0209052354613524      ,   2.1803801382773429      ,   3.9970952838551642E-002 ,   1.0209052354613524      ,  -32663.819619861722     
   4.2674175013470948E-002 ,   1.0996334062208180      ,   1.7174190238184603      ,   4.2674175013470948E-002 ,   1.0996334062208180      ,  -32664.282580976182     
   4.0244587864217481E-002 ,  0.96031711355874361      ,   1.8769258021545154      ,   4.0244587864217481E-002 ,  0.96031711355874361      ,  -32664.123074197847     
   4.2554746057060770E-002 ,  0.93632473214820477      ,   2.5923168471032603      ,   4.2554746057060770E-002 ,  0.93632473214820477      ,  -32663.407683152898     
   3.9606313395409674E-002 ,  0.99736776547013828      ,   2.0691571118688006      ,   3.9606313395409674E-002 ,  0.99736776547013828      ,  -32663.930842888130     
   4.1944237413863557E-002 ,   1.0345657755335265      ,   1.9034481219722690      ,   4.1944237413863557E-002 ,   1.0345657755335265      ,  -32664.096551878029     
   4.5578567291166772E-002 ,  0.97624786209967840      ,   2.0632256967992779      ,   4.5578567291166772E-002 ,  0.97624786209967840      ,  -32663.936774303202     
   4.1473048088210680E-002 ,   1.1257522495030095      ,   1.5257895083715742      ,   4.1473048088210680E-002 ,   1.1257522495030095      ,  -32664.474210491629     
   3.6250088731739551E-002 ,  0.91740157435073388      ,   2.3344811155008771      ,   3.6250088731739551E-002 ,  0.91740157435073388      ,  -32663.665518884500     
   3.3703881392966421E-002 ,  0.95997636130163444      ,   2.2391960893420344      ,   3.3703881392966421E-002 ,  0.95997636130163444      ,  -32663.760803910656     
   4.2844318909124449E-002 ,   1.0264692180460955      ,   1.7817767675521612      ,   4.2844318909124449E-002 ,   1.0264692180460955      ,  -32664.218223232449     
   4.1919317058219552E-002 ,  0.99679502774437212      ,   2.1064325970667834      ,   4.1919317058219552E-002 ,  0.99679502774437212      ,  -32663.893567402934     
   3.5318401287872371E-002 ,  0.94736573726104123      ,   2.6923676123990217      ,   3.5318401287872371E-002 ,  0.94736573726104123      ,  -32663.307632387601     
   4.6392344323790594E-002 ,   1.0169942580068998      ,   1.9386643525571274      ,   4.6392344323790594E-002 ,   1.0169942580068998      ,  -32664.061335647442     
