 sigma_hat,alpha_hat,m_hat,sigma_hatError,alpha_hatError,m_hatError                                  
   1.0025611243277801E-002 ,  0.88466915579715455      ,   1.0258143009850078      ,   1.0025611243277801E-002 ,  0.88466915579715455      ,  -32545.974185699015     
   1.0236932378444696E-002 ,  0.90516483472521658      ,   1.0018379388018215      ,   1.0236932378444696E-002 ,  0.90516483472521658      ,  -32545.998162061198     
   1.0642149057375892E-002 ,  0.91604966438216329      ,   1.0014381045729868      ,   1.0642149057375892E-002 ,  0.91604966438216329      ,  -32545.998561895427     
   1.0500514846124262E-002 ,  0.88723746586983587      ,   1.0369638556655942      ,   1.0500514846124262E-002 ,  0.88723746586983587      ,  -32545.963036144334     
   1.0704759548991217E-002 ,  0.90924618151360581      ,  0.96585240321401045      ,   1.0704759548991217E-002 ,  0.90924618151360581      ,  -32546.034147596787     
   1.0504453895563953E-002 ,  0.92199659564909342      ,  0.95535799849461767      ,   1.0504453895563953E-002 ,  0.92199659564909342      ,  -32546.044642001507     
   1.0743606642370307E-002 ,  0.90568613260480491      ,  0.96842349960281093      ,   1.0743606642370307E-002 ,  0.90568613260480491      ,  -32546.031576500398     
   1.0085551076360480E-002 ,  0.89258935144995188      ,   1.0074970676153350      ,   1.0085551076360480E-002 ,  0.89258935144995188      ,  -32545.992502932386     
   1.0524725710701380E-002 ,  0.91374036529888036      ,  0.98364535663574726      ,   1.0524725710701380E-002 ,  0.91374036529888036      ,  -32546.016354643365     
   1.0337123131469519E-002 ,  0.87423744985485019      ,   1.0655806791642755      ,   1.0337123131469519E-002 ,  0.87423744985485019      ,  -32545.934419320834     
   1.0093324412430028E-002 ,  0.88715036841767692      ,   1.0057190789136465      ,   1.0093324412430028E-002 ,  0.88715036841767692      ,  -32545.994280921088     
   1.0151173483834021E-002 ,  0.89626819722167561      ,  0.99738422661471848      ,   1.0151173483834021E-002 ,  0.89626819722167561      ,  -32546.002615773385     
   1.0067476293340838E-002 ,  0.91149288082865976      ,  0.95369749039028229      ,   1.0067476293340838E-002 ,  0.91149288082865976      ,  -32546.046302509611     
   1.0210831908406694E-002 ,  0.88862137109600736      ,   1.0487017105812546      ,   1.0210831908406694E-002 ,  0.88862137109600736      ,  -32545.951298289419     
   1.0564457332764262E-002 ,  0.88165742896340527      ,   1.0098483210671048      ,   1.0564457332764262E-002 ,  0.88165742896340527      ,  -32545.990151678932     
