 sigma_hat,alpha_hat,m_hat
   4.9999178317754273E-002 ,  0.99734762502594820      ,   2.2146812486336285     
   4.9748779307313078E-002 ,   1.0158617380768640      ,   1.8974097122815192     
   5.0435774172196822E-002 ,  0.98169955602242076      ,   2.1071638877322343     
   4.9513399076246932E-002 ,  0.99999279459319879      ,   1.7319258861924629     
   5.0670353048773882E-002 ,  0.99329753273551114      ,   1.7658715405142396     
   5.0053685897318845E-002 ,   1.0626307590343658      ,   1.6355167952812681     
   4.9651554256453546E-002 ,   1.0472703553449927      ,   1.7946452061501132     
   5.0321011757169569E-002 ,   1.0521184063921778      ,   1.6598092453563045     
   5.0160569146570147E-002 ,  0.96182193098348245      ,   2.4934434148576798     
   4.9764783849803082E-002 ,  0.96548750468953204      ,   2.1579845077834507     
   5.0780275761496997E-002 ,  0.97954064600619750      ,   2.8181369713102726     
   5.0711015678873976E-002 ,  0.98265448432570557      ,   1.9291054402056593     
   5.1459465250544498E-002 ,   1.0448742443034482      ,   2.2733476106554673     
   5.1148917348248842E-002 ,   1.0113631294073151      ,   2.0488982285535164     
   5.0152470131617818E-002 ,  0.93857443680093378      ,   2.2672955542550972     
   5.0346856828878774E-002 ,   1.0385779900904060      ,   1.6754331647071630     
   5.1394524888207185E-002 ,   1.0446508970415784      ,   1.7102139229661339     
   5.0490990171225950E-002 ,   1.0074663486615321      ,   1.7256090119966074     
   5.0223501935353014E-002 ,  0.98574081701646532      ,   1.9306132961238405     
   5.0231140916353632E-002 ,  0.95563852975060226      ,   2.1820268429888183     
   5.0861524237803858E-002 ,  0.99560156096948149      ,   1.8459433134217604     
   5.0463689315980359E-002 ,  0.98439877477924209      ,   2.0572540991320967     
   5.0517598206666112E-002 ,  0.93129207999692287      ,   2.3023362229112174     
   5.0807025446413460E-002 ,   1.0305933061898869      ,   1.6059589776174672     
   5.0065491148229224E-002 ,   1.0657526253931577      ,   1.7354450449653338     
   5.0838616188951462E-002 ,   1.0064793160494869      ,   1.9463215994785141     
   5.0120087551317943E-002 ,   1.0835492509222946      ,   1.6461043304303375     
   5.0201934381758989E-002 ,  0.96879220641974539      ,   2.1550033638468959     
   4.9196059926236727E-002 ,   1.1260779674367472      ,   1.2187676540775085     
   5.1075563090124884E-002 ,  0.93032057462947548      ,   2.4194556764316393     
   4.9923741111404782E-002 ,  0.97826329859576755      ,   2.3422458424430497     
   4.9984810093425973E-002 ,   1.0177562094685979      ,   1.8297297869821889     
   5.0488037796934566E-002 ,  0.98394649803361278      ,   2.3187075672947435     
   5.0032206946754754E-002 ,   1.0384533047064222      ,   2.1375180620046361     
   4.9869311307105521E-002 ,   1.0508025094894844      ,   1.6607747315287098     
   5.0405755832468820E-002 ,   1.1057254205814142      ,   1.6640556022002309     
   5.0309674490194189E-002 ,  0.96768905090029944      ,   2.1014773861775637     
   4.9887835281544959E-002 ,   1.0458148069796034      ,   1.9594637577370495     
   5.0981855718236165E-002 ,   1.0355861944009479      ,   1.9610586156854282     
   5.0310404119557194E-002 ,  0.95726663292498171      ,   2.2751666325326596     
   5.0334060925346362E-002 ,   1.0414213607377543      ,   1.8378119316335535     
   5.0243786804680522E-002 ,  0.99619764146287304      ,   2.1758708480046436     
   4.9719257012715720E-002 ,   1.0160785341159337      ,   2.1881009797143447     
   4.9941043719773891E-002 ,   1.0625821053759155      ,   1.7349478184785589     
   5.0246429744070426E-002 ,   1.0179478135231854      ,   1.8323670274069441     
   5.0338833799894629E-002 ,   1.0076726612630764      ,   1.7580627014990620     
   5.0026055732866268E-002 ,   1.0773519178478932      ,   1.8795475429772255     
   5.0436832921919299E-002 ,  0.99214357146627008      ,   2.0988443787070166     
   5.0948693041466077E-002 ,  0.95305740245767578      ,   2.2140662711986416     
   5.0812926541429694E-002 ,   1.0353422193544704      ,   2.1797929264423805     
   5.0002068945390235E-002 ,  0.96734658383138084      ,   1.6408919265368294     
   4.9870159762973765E-002 ,   1.0140394447802639      ,   1.8022168557677594     
   5.0770946751778699E-002 ,   1.0139779713578683      ,   1.6269746497887889     
   5.0281662576141285E-002 ,   1.0734233571765377      ,   1.7947489549746070     
   5.0658599235075652E-002 ,   1.0869841092917467      ,   1.6833664735906873     
   5.0365604693858680E-002 ,  0.97395437115954586      ,   2.3823995312053623     
   5.1317662076445704E-002 ,  0.94992247191378787      ,   2.1250542075611367     
   5.0818167314012827E-002 ,   1.0275685988796799      ,   1.7757893810459455     
   5.0652590048007574E-002 ,   1.0068400960299970      ,   2.4086319641215286     
   5.0024018252759907E-002 ,   1.0170446852272210      ,   1.9102799547360003     
   5.0147053712147872E-002 ,  0.99162876813345391      ,   2.0222894911923777     
   5.0675046302015331E-002 ,  0.92248163571864572      ,   2.9039989184692789     
   5.0530110166713660E-002 ,   1.0784727002326373      ,   1.7349971778783893     
   5.0493664428998351E-002 ,  0.92273323153329423      ,   2.3831666427248295     
   4.9899335491055165E-002 ,  0.99413668728452043      ,   2.2009687063559054     
   5.0398617862520444E-002 ,   1.0971466475770666      ,   2.0098839631186061     
   5.0733687590061360E-002 ,   1.0175892590268898      ,   2.4973048527463391     
   5.0761755847797872E-002 ,  0.98823328102092345      ,   1.7616295539687086     
   4.9682975856764428E-002 ,  0.93314696300692435      ,   2.2098558731063167     
   5.0050040187025996E-002 ,   1.0216600045966933      ,   2.1956428855682115     
   5.0547081927458243E-002 ,   1.0943683597796903      ,   1.7742511208525311     
   5.0772435086396478E-002 ,  0.95852374444326160      ,   1.9222831218352374     
   5.0187840753295888E-002 ,  0.93355175404690249      ,   2.7050825260980003     
   4.9465052549865073E-002 ,  0.99493234854693724      ,   2.1293389926369448     
   5.0210204937426242E-002 ,   1.0251504781934460      ,   2.0108936769385108     
   5.0883220883889864E-002 ,  0.97820807873577698      ,   2.0752539644020040     
   5.0894159701076282E-002 ,   1.1231770598220028      ,   1.5522906673082355     
   5.0928632505728710E-002 ,  0.91441720729529408      ,   2.4344186058408273     
   5.1003266485397776E-002 ,  0.95493612899240210      ,   2.3902496481404532     
   5.0591814355709544E-002 ,   1.0253927942255869      ,   1.8247671765937197     
   5.0726966372167608E-002 ,  0.99388636628845095      ,   2.1640521910416304     
   5.0444633383620548E-002 ,  0.94184766101384521      ,   2.9543950855734074     
   5.0445030157025672E-002 ,   1.0210220995747306      ,   1.9106782484249534     
   5.0297743666451199E-002 ,  0.97125376755962645      ,   2.2203240557958650     
   5.0568856738015727E-002 ,   1.0540828140865299      ,   1.4744219339249605     
   4.9869958374432304E-002 ,  0.92877772603742947      ,   2.4885333739998283     
   5.0355855126483967E-002 ,   1.0712378988982909      ,   1.7339227843868803     
   5.0232062785275401E-002 ,  0.95828310246206128      ,   1.8672416650719947     
   5.0843120055232255E-002 ,   1.0195843535455518      ,   1.7997061215757959     
   5.1009579254497298E-002 ,   1.0606690837410724      ,   1.8136065214046537     
   5.1265041079016527E-002 ,  0.95829834193787466      ,   2.3373795562217645     
   5.0377003460150574E-002 ,  0.96304059884610871      ,   2.0895861517946970     
   5.0348641876003734E-002 ,   1.0311790252616526      ,   1.8531283487847783     
   4.9423809726167910E-002 ,   1.1208142816460498      ,   1.3709717546908562     
   5.0055898148590933E-002 ,  0.97121279074938405      ,   2.3801838952954140     
   5.0313928861316658E-002 ,   1.0444129943060194      ,   1.9862261833248955     
   4.9767784369400547E-002 ,  0.94968083880149590      ,   2.1887511162558466     
   5.0740830965359071E-002 ,   1.0461953197841334      ,   2.1678982018781361     
   5.0733155364970514E-002 ,  0.99555835379742696      ,   2.3355991749627498     
   5.0141509166301411E-002 ,  0.94874737776823592      ,   2.2538038206054276     
   5.1348433976560678E-002 ,  0.94402961007489627      ,   2.7335313710325386     
   5.0966995724462734E-002 ,  0.94453458532082457      ,   2.2961250781309266     
   5.0906229412758276E-002 ,  0.95202831869897375      ,   2.3061668814773202     
