 sigma_hat,alpha_hat,m_hat
1.14E-02,0.697999976,0.592008266
1.13E-02,0.694923325,0.602209711
1.11E-02,0.721579451,0.573981661
1.13E-02,0.732569805,0.558074788
1.13E-02,0.684300263,0.617213454
1.12E-02,0.693901566,0.600770357
1.13E-02,0.717459783,0.571933967
1.13E-02,0.748207501,0.541473342
1.12E-02,0.630542194,0.707085089
1.13E-02,0.692047691,0.6110083
1.15E-02,0.659695563,0.673325048
1.13E-02,0.724812692,0.56515066
1.13E-02,0.681650541,0.620609352
1.13E-02,0.704252669,0.605801089
1.12E-02,0.7148566,0.583952523
1.11E-02,0.716889032,0.569953803
1.13E-02,0.68401965,0.623199293
1.12E-02,0.70522269,0.588127052
1.14E-02,0.659123019,0.650418108
1.12E-02,0.712210856,0.571608251
1.13E-02,0.684007053,0.615083216
1.14E-02,0.738837033,0.550918127
1.14E-02,0.714385596,0.585825467
1.13E-02,0.705718864,0.59450064
1.13E-02,0.703327938,0.594391989
1.14E-02,0.695938725,0.609914121
1.14E-02,0.710407375,0.599907241
1.12E-02,0.697475725,0.61842508
1.13E-02,0.66390211,0.657085104
1.13E-02,0.690930619,0.61336539
1.12E-02,0.706490148,0.604207481
1.13E-02,0.68922944,0.612121167
1.13E-02,0.697904369,0.603737032
1.13E-02,0.73656211,0.546382889
1.12E-02,0.739670608,0.559815534
1.14E-02,0.68031997,0.640320095
1.13E-02,0.678660094,0.636409727
1.13E-02,0.69798776,0.619711084
1.12E-02,0.670298005,0.64902426
1.14E-02,0.672464418,0.641547656
1.13E-02,0.687049519,0.628844507
1.14E-02,0.707208488,0.595291291
1.13E-02,0.756785649,0.540496572
1.14E-02,0.716099281,0.575065578
1.12E-02,0.742727944,0.552653491
1.13E-02,0.756348729,0.531334891
1.14E-02,0.674626526,0.621148747
1.13E-02,0.707485979,0.581165002
1.14E-02,0.688416225,0.609381621
1.11E-02,0.693001521,0.623329896
1.12E-02,0.732067154,0.555723687
1.12E-02,0.652549975,0.67999357
1.13E-02,0.670720749,0.638734064
1.12E-02,0.683057777,0.634259995
1.12E-02,0.71033979,0.594315859
1.14E-02,0.725874464,0.557356511
1.13E-02,0.724925044,0.556597272
1.12E-02,0.742497359,0.532731938
1.12E-02,0.721610925,0.584095981
1.14E-02,0.676259325,0.628675854
1.13E-02,0.70169589,0.607677203
1.13E-02,0.676103911,0.642278335
1.12E-02,0.663174651,0.67150257
1.13E-02,0.714681831,0.567983943
1.14E-02,0.650240582,0.685331775
1.12E-02,0.71492797,0.57744241
1.13E-02,0.676211154,0.638692
1.12E-02,0.712088821,0.590945233
1.13E-02,0.680275396,0.62410376
1.13E-02,0.654611981,0.66709262
1.12E-02,0.701292706,0.600992012
1.11E-02,0.681537597,0.621636179
1.13E-02,0.67052772,0.633873988
1.11E-02,0.669639241,0.649581595
1.12E-02,0.734860647,0.550153441
1.13E-02,0.70784218,0.581514852
1.14E-02,0.689981817,0.636645664
1.13E-02,0.741499339,0.550121113
1.13E-02,0.737336365,0.546895786
1.12E-02,0.691481549,0.608406274
1.13E-02,0.678840486,0.621862475
1.12E-02,0.693634935,0.591787384
1.13E-02,0.691467153,0.614817482
1.13E-02,0.722042398,0.580402841
1.12E-02,0.666670068,0.632361056
1.12E-02,0.712044128,0.601580694
1.13E-02,0.743804413,0.539142824
1.12E-02,0.721311718,0.564798549
1.12E-02,0.745435867,0.528897896
1.12E-02,0.703498648,0.611968072
1.12E-02,0.733446546,0.547614995
1.13E-02,0.677508989,0.639553082
1.13E-02,0.734344834,0.549894336
1.14E-02,0.753600484,0.52683861
1.13E-02,0.710174172,0.573651983
1.12E-02,0.706909442,0.592697325
1.11E-02,0.696820361,0.611140734
1.14E-02,0.676529878,0.621600082
1.12E-02,0.687808388,0.620093028
1.13E-02,0.659457167,0.669895245
1.13E-02,0.680125675,0.637126836
1.14E-02,0.703577466,0.609982044
1.11E-02,0.720610062,0.587128368
1.12E-02,0.764210684,0.524370077
1.12E-02,0.675460496,0.632295175
1.13E-02,0.661420528,0.661007997
1.14E-02,0.65922556,0.668968522
1.13E-02,0.685516938,0.611268824
1.13E-02,0.720131523,0.558489329
1.12E-02,0.722468004,0.570194979
1.13E-02,0.667712311,0.649988264
1.12E-02,0.76451445,0.520802458
1.13E-02,0.693274762,0.62788973
1.12E-02,0.697654235,0.590847048
1.13E-02,0.748671707,0.543897803
1.13E-02,0.687667944,0.620816555
1.12E-02,0.680304502,0.630201678
1.13E-02,0.635657019,0.732721258
1.14E-02,0.731891157,0.559300327
1.12E-02,0.680315346,0.634962957
1.12E-02,0.700608911,0.596944246
1.13E-02,0.70141366,0.605592531
1.14E-02,0.70631821,0.610145534
1.14E-02,0.72126058,0.568023257
1.14E-02,0.666248216,0.655524864
1.13E-02,0.680792575,0.620885693
1.14E-02,0.684760944,0.610402178
1.14E-02,0.717681893,0.567752631
1.14E-02,0.71315528,0.595486794
1.12E-02,0.68765953,0.656951296
1.13E-02,0.704543964,0.5774597
1.13E-02,0.718668271,0.579503716
1.12E-02,0.677541416,0.625410592
1.12E-02,0.680999446,0.637917557
1.13E-02,0.657529853,0.666750512
1.15E-02,0.697697468,0.60648544
1.13E-02,0.700909636,0.599001271
1.13E-02,0.714282922,0.576153153
1.14E-02,0.669414737,0.643080383
1.13E-02,0.680231971,0.641930841
1.13E-02,0.716782783,0.573527486
1.13E-02,0.682200243,0.642621406
1.11E-02,0.658350473,0.648643402
1.13E-02,0.718494352,0.584829955
1.13E-02,0.669842568,0.64271773
1.13E-02,0.732611721,0.555905041
1.13E-02,0.729290858,0.566132028
1.12E-02,0.703299089,0.595077527
1.13E-02,0.71330626,0.5703123
1.13E-02,0.724032853,0.563039596
1.12E-02,0.722381832,0.571063579
1.13E-02,0.709512575,0.592904863
1.13E-02,0.663169979,0.67254211
1.13E-02,0.675105318,0.643492018
1.13E-02,0.685943057,0.622725498
1.12E-02,0.696520336,0.598512176
1.12E-02,0.690119048,0.607754362
1.13E-02,0.674974913,0.645863944
1.13E-02,0.731426074,0.55762885
1.13E-02,0.734705438,0.552675308
1.12E-02,0.723408418,0.566211867
1.14E-02,0.72019571,0.551954798
1.12E-02,0.771267673,0.515493288
1.13E-02,0.682740728,0.629636487
1.12E-02,0.679395806,0.631176558
1.13E-02,0.684210969,0.621780635
1.13E-02,0.693435913,0.602772663
1.13E-02,0.723091599,0.569288064
1.12E-02,0.702833281,0.600733189
1.12E-02,0.691645491,0.607784796
1.13E-02,0.726647934,0.579319621
1.14E-02,0.659904292,0.668766576
1.14E-02,0.742237605,0.548517743
1.12E-02,0.671732466,0.644692954
1.13E-02,0.671693328,0.627116951
1.13E-02,0.73144945,0.543528957
1.13E-02,0.675572602,0.627959195
1.12E-02,0.674461982,0.645088678
1.13E-02,0.696260785,0.617780116
1.13E-02,0.726099985,0.566734178
1.13E-02,0.71699391,0.581170073
1.14E-02,0.720572972,0.578130048
1.13E-02,0.722525907,0.561451905
1.13E-02,0.674361568,0.648266275
1.14E-02,0.677926371,0.630198602
1.12E-02,0.674315561,0.660916645
1.11E-02,0.6889986,0.602683091
1.11E-02,0.755072812,0.529934623
1.13E-02,0.663335076,0.650556342
1.13E-02,0.674061619,0.636922413
1.13E-02,0.730912972,0.555035223
1.14E-02,0.689320042,0.608062208
1.13E-02,0.709994738,0.57295265
1.13E-02,0.654574348,0.679660304
1.14E-02,0.677612396,0.629549291
1.13E-02,0.703479496,0.60543063
1.14E-02,0.690664467,0.614665511
1.14E-02,0.68603778,0.604510443
1.13E-02,0.682142394,0.631386953
1.13E-02,0.710570606,0.57233455
1.12E-02,0.721850021,0.595930649
1.11E-02,0.656760726,0.667209108
1.13E-02,0.662540344,0.654039158
1.12E-02,0.652859178,0.692285078
1.13E-02,0.683860863,0.634946105
1.12E-02,0.671374326,0.648348187
1.12E-02,0.705857665,0.612277037
1.14E-02,0.72949106,0.556959183
1.12E-02,0.678346993,0.642387618
1.12E-02,0.704507119,0.57247168
1.11E-02,0.70913227,0.59111294
1.12E-02,0.716790718,0.575871178
1.12E-02,0.687834365,0.604050727
1.13E-02,0.694849913,0.613291504
1.13E-02,0.715682162,0.567171493
1.14E-02,0.738783319,0.5415748
1.14E-02,0.711280705,0.579302467
1.11E-02,0.693412165,0.62070543
1.11E-02,0.698220871,0.605176333
1.12E-02,0.68485401,0.611224757
1.13E-02,0.707133368,0.582047965
1.12E-02,0.688004159,0.618007577
1.13E-02,0.660262829,0.655699664
1.12E-02,0.699882657,0.605695233
1.12E-02,0.679320613,0.64541575
1.13E-02,0.703408304,0.598074461
1.13E-02,0.68266891,0.630393188
1.13E-02,0.700342681,0.600988199
1.12E-02,0.675715524,0.631767015
1.12E-02,0.683005891,0.647608187
1.12E-02,0.689724796,0.624662452
1.11E-02,0.705817783,0.590299411
1.12E-02,0.674247969,0.637706014
1.14E-02,0.752668157,0.525554223
1.12E-02,0.697097625,0.604146332
1.14E-02,0.705090814,0.594146965
1.12E-02,0.714294506,0.599893167
1.14E-02,0.689964063,0.603234234
1.13E-02,0.695299748,0.601758148
1.13E-02,0.71555519,0.5694834
1.13E-02,0.699529691,0.597947901
1.13E-02,0.724637363,0.573451937
1.12E-02,0.709639398,0.571341909
1.13E-02,0.689292194,0.620527572
1.13E-02,0.713726282,0.574714314
1.13E-02,0.723090896,0.586143838
1.12E-02,0.692846201,0.60972874
1.13E-02,0.734430025,0.551851389
1.14E-02,0.702440752,0.592162102
1.12E-02,0.7330709,0.545185854
1.13E-02,0.658229621,0.672515895
1.13E-02,0.702629015,0.620450828
1.14E-02,0.72284609,0.56655971
1.13E-02,0.695350123,0.607361066
1.12E-02,0.692995494,0.601905949
1.12E-02,0.727406195,0.56511765
1.13E-02,0.676493348,0.630793018
1.12E-02,0.709146182,0.598752164
1.12E-02,0.652091701,0.68261484
1.13E-02,0.68249673,0.634916052
1.12E-02,0.686720866,0.620250455
1.13E-02,0.671065493,0.652344653
1.12E-02,0.700064525,0.60078126
1.14E-02,0.674242471,0.627695957
1.13E-02,0.721108927,0.558613846
1.13E-02,0.697687761,0.597238472
1.14E-02,0.684704357,0.625620927
1.13E-02,0.696725753,0.599431562
1.12E-02,0.667946003,0.647663557
1.13E-02,0.719716557,0.574106053
1.12E-02,0.696369511,0.608772458
1.13E-02,0.711629651,0.590799217
1.12E-02,0.688356688,0.616572978
1.12E-02,0.743153987,0.549937343
1.12E-02,0.735403275,0.549834979
1.14E-02,0.700140053,0.586732714
1.12E-02,0.722296439,0.567812423
1.13E-02,0.683839942,0.616210911
1.13E-02,0.694003499,0.606136419
1.14E-02,0.698316252,0.611838373
1.13E-02,0.703208579,0.591405295
1.14E-02,0.697085793,0.5998639
1.13E-02,0.687245097,0.612694883
1.14E-02,0.673556585,0.642571431
1.13E-02,0.675733431,0.6307744
1.13E-02,0.68624336,0.611940618
1.13E-02,0.725461862,0.567537443
1.11E-02,0.672119743,0.645659236
1.13E-02,0.680033618,0.63828058
1.13E-02,0.700504364,0.590418126
1.12E-02,0.674443274,0.649240132
1.12E-02,0.710205295,0.577274194
1.13E-02,0.703714769,0.600369334
1.12E-02,0.686318734,0.622735109
1.12E-02,0.692581821,0.622437566
1.13E-02,0.699181938,0.57683628
1.11E-02,0.728214479,0.565123386
1.14E-02,0.686167269,0.609468869
1.14E-02,0.680733531,0.626845627
1.14E-02,0.723974835,0.572187484
1.12E-02,0.753766516,0.519111902
1.13E-02,0.689393222,0.619119313
1.14E-02,0.67832688,0.625978137
1.13E-02,0.693135505,0.61240857
1.14E-02,0.680336676,0.624037797
1.13E-02,0.689519269,0.61841492
1.12E-02,0.718140409,0.570523599
1.13E-02,0.656696967,0.679357933
1.12E-02,0.741782321,0.549178285
1.14E-02,0.68139873,0.635155791
1.14E-02,0.713515843,0.587845245
1.13E-02,0.67029054,0.655560947
1.12E-02,0.677993303,0.641684865
1.12E-02,0.702735246,0.606589385
1.13E-02,0.706225933,0.598152077
1.12E-02,0.673259997,0.652264837
1.13E-02,0.665915113,0.648162309
1.13E-02,0.686766938,0.634936221
1.12E-02,0.72233205,0.578675025
1.12E-02,0.722728479,0.550500271
1.12E-02,0.704534749,0.594623175
1.13E-02,0.70361148,0.600767753
1.13E-02,0.704245602,0.605889947
1.13E-02,0.668811681,0.633549675
1.11E-02,0.700112131,0.608346688
1.13E-02,0.699802223,0.585142724
1.14E-02,0.685801591,0.623092736
1.12E-02,0.703560749,0.600055295
1.14E-02,0.687280091,0.618406874
1.13E-02,0.69205587,0.617643477
1.15E-02,0.762089077,0.514502118
1.14E-02,0.706859184,0.609863179
1.13E-02,0.701498231,0.610763368
1.13E-02,0.710091593,0.579290045
1.14E-02,0.708688198,0.587970545
1.13E-02,0.762302075,0.52481286
1.14E-02,0.685807341,0.610297612
1.13E-02,0.702881366,0.601542984
1.14E-02,0.73883399,0.555856238
1.14E-02,0.683611026,0.635885822
1.14E-02,0.651255908,0.68091388
1.14E-02,0.711888481,0.56533202
1.14E-02,0.693969172,0.612301256
1.12E-02,0.684374126,0.625463519
1.12E-02,0.704666019,0.58914779
1.14E-02,0.700938425,0.624699973
1.14E-02,0.675456329,0.635402936
1.12E-02,0.692543279,0.617138067
1.12E-02,0.716462696,0.58673694
1.13E-02,0.726878071,0.566144717
1.11E-02,0.745311756,0.528984587
1.14E-02,0.704466883,0.601953341
1.13E-02,0.775885612,0.50743212
1.13E-02,0.723380196,0.572693116
1.13E-02,0.725693543,0.579586519
1.15E-02,0.702018891,0.579991191
1.13E-02,0.697199033,0.605719112
1.13E-02,0.662121005,0.654733955
1.12E-02,0.695666397,0.60544439
1.13E-02,0.692446753,0.596123179
1.13E-02,0.675455091,0.661171427
1.12E-02,0.724753008,0.56122286
1.14E-02,0.693992754,0.613010656
1.13E-02,0.702285491,0.597719669
1.13E-02,0.712318822,0.598538917
1.14E-02,0.732328711,0.550139678
1.12E-02,0.719373652,0.580725043
1.13E-02,0.694176485,0.60273192
1.14E-02,0.747480545,0.540137722
1.13E-02,0.685682519,0.611881885
1.12E-02,0.699460122,0.588865411
1.11E-02,0.723409678,0.565312302
1.14E-02,0.636231432,0.726338982
1.13E-02,0.668575136,0.655707335
1.12E-02,0.711876712,0.595264974
1.13E-02,0.710696134,0.60229398
1.13E-02,0.698171258,0.615293737
1.14E-02,0.705983723,0.595096364
1.12E-02,0.693782104,0.608654527
1.11E-02,0.700103319,0.589638041
1.13E-02,0.710364087,0.573021645
1.11E-02,0.647322802,0.675549103
1.13E-02,0.706546677,0.584080445
1.13E-02,0.713040044,0.583841508
1.10E-02,0.706499183,0.577392624
1.15E-02,0.662945156,0.657879189
1.12E-02,0.715727403,0.572513855
1.14E-02,0.740926375,0.554679011
1.12E-02,0.683259634,0.628806444
1.13E-02,0.722573067,0.577819972
1.12E-02,0.671609872,0.654950519
1.14E-02,0.668723502,0.642657722
1.13E-02,0.720141661,0.581750437
1.14E-02,0.692823909,0.623376143
1.15E-02,0.694199735,0.600135115
1.13E-02,0.701677401,0.592116245
1.12E-02,0.774939507,0.498626544
1.14E-02,0.700102706,0.590931757
1.13E-02,0.72141619,0.566616564
1.13E-02,0.686293483,0.616929362
1.12E-02,0.728033179,0.565432118
1.13E-02,0.68847851,0.61124743
1.14E-02,0.674010655,0.641195882
1.13E-02,0.697658926,0.608025693
1.13E-02,0.712664028,0.590079994
1.14E-02,0.689946026,0.61962763
1.13E-02,0.697321386,0.609711944
1.12E-02,0.690204774,0.616844622
1.12E-02,0.707026643,0.614111059
1.14E-02,0.761023129,0.534029489
1.12E-02,0.690058213,0.608069314
1.11E-02,0.678238772,0.637679201
1.12E-02,0.677932173,0.635361544
1.14E-02,0.679275033,0.647003583
1.15E-02,0.675012049,0.641226526
1.13E-02,0.665809394,0.661558338
1.13E-02,0.695907432,0.608620381
1.13E-02,0.676619385,0.625110287
1.14E-02,0.752728399,0.546943162
1.14E-02,0.685090839,0.627233355
1.13E-02,0.67048728,0.649868393
1.12E-02,0.697504962,0.592351288
1.13E-02,0.706951737,0.575461835
1.11E-02,0.667988401,0.635188342
1.13E-02,0.712190375,0.56132573
1.12E-02,0.686061895,0.62153957
1.13E-02,0.682797032,0.61673175
1.14E-02,0.688319664,0.632079732
1.13E-02,0.700045504,0.590295813
1.11E-02,0.713608043,0.584412605
1.12E-02,0.703863,0.620469944
1.12E-02,0.731806387,0.550057637
1.12E-02,0.690719433,0.606406301
1.12E-02,0.714975607,0.58702867
1.12E-02,0.719942696,0.581692197
1.11E-02,0.74899113,0.533668399
1.13E-02,0.711022587,0.585574025
1.12E-02,0.707923089,0.590683577
1.11E-02,0.705675942,0.601759522
1.13E-02,0.669046129,0.644609655
1.13E-02,0.725791607,0.550599157
1.15E-02,0.67062174,0.644160542
1.12E-02,0.68256208,0.611554156
1.12E-02,0.726737198,0.560936059
1.14E-02,0.702689352,0.60035174
1.12E-02,0.752796923,0.539781528
1.12E-02,0.68473178,0.633360146
1.12E-02,0.732989628,0.556117622
1.12E-02,0.743905881,0.553928647
1.14E-02,0.679256586,0.612521516
1.11E-02,0.752838017,0.534137055
1.12E-02,0.727551917,0.560894863
1.13E-02,0.678227417,0.631259978
1.12E-02,0.698527696,0.602482532
1.12E-02,0.734215086,0.551465287
1.13E-02,0.697487325,0.623358819
1.12E-02,0.729730506,0.560156071
1.13E-02,0.743874848,0.539794314
1.13E-02,0.692243578,0.620402481
1.13E-02,0.676475067,0.641682362
1.14E-02,0.688080415,0.6126044
1.14E-02,0.752176066,0.542353292
1.12E-02,0.737052257,0.530162288
1.14E-02,0.747891486,0.54066491
1.13E-02,0.673613922,0.638968212
1.14E-02,0.718345786,0.567835158
1.13E-02,0.655511395,0.673496186
1.11E-02,0.738268584,0.557736778
1.13E-02,0.693911583,0.598654776
1.13E-02,0.669452178,0.647703341
1.13E-02,0.699830397,0.599266609
1.12E-02,0.699418072,0.622762158
1.13E-02,0.712289834,0.587603448
1.14E-02,0.673795285,0.652107113
1.13E-02,0.684084704,0.619296002
1.12E-02,0.70700527,0.590535251
1.13E-02,0.718244983,0.580746022
1.12E-02,0.741825005,0.543815594
1.13E-02,0.722165557,0.557881278
1.14E-02,0.695550432,0.593722142
1.14E-02,0.707022987,0.566607589
1.13E-02,0.752776353,0.537998808
1.12E-02,0.706752084,0.583383784
1.12E-02,0.723034972,0.56229448
1.12E-02,0.745489959,0.550864572
1.13E-02,0.706610691,0.584127333
1.14E-02,0.724643427,0.577496032
1.13E-02,0.716836235,0.567547285
1.13E-02,0.723368325,0.560555972
1.13E-02,0.712080504,0.584886785
1.12E-02,0.706841948,0.603081652
1.13E-02,0.683539261,0.627677192
1.15E-02,0.694012436,0.605807229
1.13E-02,0.703305873,0.594675016
1.12E-02,0.686275923,0.629758513
1.12E-02,0.67665964,0.636404684
1.12E-02,0.718919767,0.572388272
1.13E-02,0.671661858,0.649483872
1.12E-02,0.711716048,0.586516338
1.10E-02,0.711919307,0.578249995
1.12E-02,0.70963451,0.590573361
1.12E-02,0.716026037,0.59506413
1.13E-02,0.693521969,0.604354886
1.13E-02,0.698004473,0.588498715
1.14E-02,0.675996942,0.636633195
1.14E-02,0.686169866,0.61149465
1.13E-02,0.704323399,0.593632392
1.12E-02,0.672099812,0.64145984
1.14E-02,0.683391224,0.618045627
1.13E-02,0.663853536,0.628625921
1.13E-02,0.698764871,0.59770353
1.13E-02,0.681955993,0.620888324
1.13E-02,0.688398088,0.605870098
1.12E-02,0.714777976,0.576198438
1.12E-02,0.734166106,0.548028345
1.13E-02,0.68707033,0.620696012
1.13E-02,0.707404451,0.596183869
1.12E-02,0.706291015,0.602184258
1.14E-02,0.686535797,0.618881705
1.12E-02,0.711608183,0.582913159
1.14E-02,0.672629618,0.635268407
1.12E-02,0.700463973,0.605675092
1.14E-02,0.733615553,0.550329178
1.12E-02,0.737984509,0.545304439
1.12E-02,0.747004729,0.552073024
1.13E-02,0.709870854,0.588688808
1.13E-02,0.722492817,0.554968529
1.14E-02,0.730133889,0.569102711
1.14E-02,0.714005805,0.585237891
1.15E-02,0.68964231,0.621215064
1.13E-02,0.682203,0.611856692
1.12E-02,0.697639934,0.589621162
1.13E-02,0.707015974,0.587009192
1.15E-02,0.695040731,0.612144619
1.12E-02,0.773785317,0.523090115
1.13E-02,0.701959166,0.602937615
1.13E-02,0.702383885,0.59680038
1.13E-02,0.65173351,0.673274175
1.12E-02,0.708988495,0.584678808
1.13E-02,0.668683556,0.653509771
1.12E-02,0.661876414,0.664507807
1.13E-02,0.736888956,0.54175842
1.14E-02,0.657905938,0.692654597
1.15E-02,0.711690014,0.577731162
1.12E-02,0.704608222,0.610445632
1.13E-02,0.715367818,0.584142521
1.13E-02,0.694393377,0.603594496
1.14E-02,0.68248444,0.625763326
1.13E-02,0.714934802,0.581472189
1.11E-02,0.722077504,0.578806163
1.15E-02,0.665188301,0.64443629
1.12E-02,0.689348509,0.611282201
1.14E-02,0.699072591,0.615922409
1.13E-02,0.657334464,0.670661851
1.13E-02,0.690823023,0.618384175
1.13E-02,0.688862432,0.61594434
1.13E-02,0.693638714,0.614424011
1.12E-02,0.675086821,0.647293516
1.12E-02,0.657163113,0.669865021
1.13E-02,0.690343239,0.609515923
1.11E-02,0.74408578,0.54506684
1.12E-02,0.716008464,0.570026817
1.13E-02,0.674258407,0.637254074
1.13E-02,0.71839057,0.584182413
1.13E-02,0.732830816,0.559095289
1.14E-02,0.678624952,0.638664657
1.12E-02,0.681578766,0.634186224
1.12E-02,0.706941805,0.604482642
1.13E-02,0.663858874,0.65102075
1.16E-02,0.662253909,0.661909738
1.12E-02,0.692638217,0.629351013
1.14E-02,0.706155055,0.593078844
1.12E-02,0.682328846,0.618960417
1.14E-02,0.69667437,0.600505101
1.13E-02,0.702563169,0.593285957
1.12E-02,0.704979111,0.584746646
1.13E-02,0.732754653,0.559802293
1.14E-02,0.71183193,0.584035294
1.12E-02,0.679253241,0.608848471
1.14E-02,0.704008991,0.593010074
1.12E-02,0.703946898,0.601428194
1.14E-02,0.702949179,0.596337057
1.14E-02,0.738064886,0.531035199
1.13E-02,0.741216698,0.540684495
1.12E-02,0.689866906,0.601436308
1.14E-02,0.676279165,0.625756166
1.13E-02,0.696227076,0.605077111
1.13E-02,0.74299296,0.551804183
1.12E-02,0.74366006,0.549937755
1.15E-02,0.682795666,0.621391073
1.12E-02,0.717465036,0.58857567
1.12E-02,0.723821684,0.564215954
1.11E-02,0.716490438,0.578216851
1.13E-02,0.68168467,0.603565764
1.12E-02,0.720769726,0.577129962
1.13E-02,0.71274245,0.582884073
1.12E-02,0.69736337,0.609409992
1.14E-02,0.706700991,0.584002295
1.13E-02,0.709906104,0.591047696
1.12E-02,0.702707244,0.591914364
1.14E-02,0.733500801,0.556396052
1.14E-02,0.704273829,0.603262221
1.14E-02,0.721185261,0.560478059
1.11E-02,0.715714049,0.574089992
1.13E-02,0.735126681,0.544366145
1.12E-02,0.733501643,0.561783652
1.10E-02,0.679105162,0.646998867
1.13E-02,0.676262462,0.635796077
1.15E-02,0.703868919,0.598041647
1.12E-02,0.687957947,0.601315916
1.14E-02,0.705096022,0.582332584
1.14E-02,0.658106231,0.662067784
1.13E-02,0.721781173,0.584910777
1.11E-02,0.674293325,0.637495872
1.12E-02,0.67976459,0.629451395
1.12E-02,0.69264939,0.609150852
1.12E-02,0.654765223,0.662185667
1.12E-02,0.701273407,0.587399868
1.14E-02,0.70380856,0.587763958
1.14E-02,0.681353416,0.615114454
1.14E-02,0.678735701,0.62890082
1.12E-02,0.69136598,0.597711032
1.13E-02,0.684086392,0.606175777
1.13E-02,0.684605901,0.628834283
1.12E-02,0.716940109,0.581127556
1.14E-02,0.69284064,0.61996955
1.13E-02,0.649312189,0.679087254
1.12E-02,0.681032822,0.607890513
1.12E-02,0.649443382,0.674718134
1.12E-02,0.7371789,0.564816248
1.14E-02,0.723099443,0.560251196
1.14E-02,0.706169091,0.591631477
1.13E-02,0.708630302,0.573100461
1.12E-02,0.726654012,0.55430388
1.13E-02,0.667007767,0.648708403
1.13E-02,0.739003603,0.548138517
1.12E-02,0.718654603,0.591671676
1.15E-02,0.720255324,0.575090246
1.13E-02,0.670752818,0.639068904
1.13E-02,0.675231759,0.633976144
1.13E-02,0.680207865,0.633024734
1.14E-02,0.693231866,0.607043481
1.14E-02,0.675636002,0.620132757
1.12E-02,0.729552704,0.583084036
1.14E-02,0.674827704,0.628801298
1.13E-02,0.746482401,0.536052285
1.13E-02,0.682094127,0.619931794
1.15E-02,0.684265826,0.621253403
1.12E-02,0.734444153,0.559293375
1.13E-02,0.707681588,0.580665925
1.13E-02,0.663800186,0.647045928
1.14E-02,0.690007111,0.616144557
1.15E-02,0.696506067,0.605401473
1.13E-02,0.68638747,0.61763874
1.12E-02,0.663355149,0.659886919
1.13E-02,0.708932101,0.588136027
1.11E-02,0.731328854,0.548395252
1.12E-02,0.746963502,0.542994368
1.13E-02,0.738102396,0.563659395
1.12E-02,0.722282533,0.57421137
1.12E-02,0.694662977,0.602476695
1.12E-02,0.741109394,0.540516775
1.12E-02,0.7542717,0.526329077
1.13E-02,0.669097368,0.642869094
1.11E-02,0.689568842,0.612115972
1.12E-02,0.674484136,0.639504143
