 sigma_hat,alpha_hat,m_hat
   1.1228512106479856E-002 ,  0.88450278926416781      ,   1.0266155059262363     
   1.1350576635555186E-002 ,  0.90500705364520306      ,   1.0025917069786976     
   1.1412243593448926E-002 ,  0.91595399546505074      ,   1.0020113138917133     
   1.1184124414691299E-002 ,  0.88710568425805536      ,   1.0376743674312212     
   1.1272362183267180E-002 ,  0.90907939339545707      ,  0.96654059943650084     
   1.1117823228683042E-002 ,  0.92175591272566382      ,  0.95622036548859768     
   1.1209116863461264E-002 ,  0.90564430187982259      ,  0.96873482769588615     
   1.1198598396105788E-002 ,  0.89239677380152571      ,   1.0083757948733854     
   1.1298746216315839E-002 ,  0.91364354709236673      ,  0.98418574059280339     
   1.1212708504573315E-002 ,  0.87418270562875156      ,   1.0661123155717156     
   1.1160291663355188E-002 ,  0.88703610493551233      ,   1.0063201375858439     
   1.1169259099529845E-002 ,  0.89614714126692041      ,  0.99809531849554256     
   1.1208921923277812E-002 ,  0.91119463181186477      ,  0.95474980677112209     
   1.1217314078754367E-002 ,  0.88851018755640587      ,   1.0494137699633854     
   1.1171431846644111E-002 ,  0.88149539711573222      ,   1.0105469914764098     
   1.1364604747928711E-002 ,  0.88249116272054773      ,   1.0295423863065851     
   1.1100660034963945E-002 ,  0.91424108717225927      ,  0.94578278629482360     
   1.1281413275918851E-002 ,  0.90788025153435958      ,  0.99565539818129190     
   1.1255673416043978E-002 ,  0.92759343248630843      ,  0.94272062750695329     
   1.1345646357733035E-002 ,  0.92055069547460977      ,  0.92938515701309110     
   1.1186959526099985E-002 ,  0.90161138559318144      ,   1.0090331010472282     
   1.1150009938512572E-002 ,  0.89315387657800260      ,   1.0230259845459477     
   1.1289621957086705E-002 ,  0.89745753861795940      ,   1.0415471789768413     
   1.1266691627273725E-002 ,  0.90542931207068700      ,   1.0025884698072747     
   1.1284793342166916E-002 ,  0.90183270811145222      ,  0.99315524247692588     
   1.1321930227686943E-002 ,  0.87378759573302378      ,   1.0149119280092977     
   1.1283850891231306E-002 ,  0.89600883984495083      ,  0.99265421222977601     
   1.1257901462167768E-002 ,  0.88206449469700499      ,   1.0384733811103559     
   1.1269184399152877E-002 ,  0.89057591262920599      ,   1.0177885452086755     
   1.1265291052659740E-002 ,  0.90299356573128342      ,  0.98195659370471522     
   1.1239528858258713E-002 ,  0.88954296756075968      ,   1.0147446259538935     
   1.1153725604109902E-002 ,  0.91976764368630837      ,  0.95157175827018303     
   1.1301214011636748E-002 ,  0.91468684117294785      ,  0.97703636696820739     
   1.1350262786463103E-002 ,  0.87831290877567669      ,   1.0291344800720428     
   1.1374135065285614E-002 ,  0.90841368606762485      ,  0.98005092653384895     
   1.1239132879751668E-002 ,  0.89381472349038427      ,  0.99621094804135601     
   1.1375758635670630E-002 ,  0.90119832627655061      ,  0.98753004637102282     
   1.1240533677130305E-002 ,  0.90378199632197420      ,  0.97992913994705499     
   1.1237686357235705E-002 ,  0.90753183337439070      ,   1.0035127141735265     
   1.1272806139808219E-002 ,  0.92286252644104461      ,  0.95712602542451042     
   1.1278430737979378E-002 ,  0.93738016882843334      ,  0.93757150053440963     
   1.1118121290606625E-002 ,  0.92158604883896389      ,  0.94716385763779209     
   1.1283491443698066E-002 ,  0.90059844909556785      ,  0.99814299767028669     
   1.1082038947674993E-002 ,  0.89536452219079798      ,   1.0086333065822606     
   1.1280788417578276E-002 ,  0.92559045235534110      ,  0.94259051643241298     
   1.1178294518771278E-002 ,  0.90657527676367278      ,  0.99745740798608329     
   1.1357468497529255E-002 ,  0.90767655484643173      ,   1.0083409802963714     
   1.1218300129072390E-002 ,  0.90499702565491968      ,  0.98240311822367643     
   1.1399378809376847E-002 ,  0.91258801210747276      ,  0.97783800010843358     
   1.1260338469242015E-002 ,  0.89048600707954728      ,   1.0468630646695494     
   1.1249560445346710E-002 ,  0.90424019368711173      ,  0.97177903205973826     
   1.1287057339899601E-002 ,  0.90262448313870136      ,  0.98488809957764734     
   1.1271077910511009E-002 ,  0.90363610694922381      ,  0.99336523772764962     
   1.1305884982122951E-002 ,  0.92080863566868476      ,  0.95048756619126984     
   1.1229252349693176E-002 ,  0.89406037157127694      ,   1.0129031307986422     
   1.1235913431547749E-002 ,  0.90956657111657979      ,   1.0152665550760391     
   1.1194239238195673E-002 ,  0.89676525539271690      ,   1.0045380175537468     
   1.1263943847899196E-002 ,  0.90400670516960480      ,  0.99686768170968454     
   1.1244880576086616E-002 ,  0.91669935361309907      ,  0.95017423843774074     
   1.1309148864864019E-002 ,  0.91309672465397107      ,  0.95410661718481049     
   1.1319213050799923E-002 ,  0.88935282513233360      ,   1.0287041916606856     
   1.1431743489954120E-002 ,  0.92867831681091173      ,  0.94509180300927786     
   1.1231350734737496E-002 ,  0.91512879811442405      ,  0.93420539303057815     
   1.1467430430047979E-002 ,  0.89006996406420036      ,   1.0385565027577222     
   1.1175690018916409E-002 ,  0.90816451177348800      ,  0.99972242976801484     
   1.1188510940281171E-002 ,  0.88769173088628983      ,   1.0398045795947888     
   1.1154749999204447E-002 ,  0.87822913113295031      ,   1.0578390829839277     
   1.1166538654769749E-002 ,  0.89968640491791474      ,   1.0086520043668108     
   1.1297093679596882E-002 ,  0.89025965672087348      ,   1.0296306680377327     
   1.1199617361360131E-002 ,  0.90871262510519724      ,  0.98171805938969181     
   1.1268393969996427E-002 ,  0.90710334564775230      ,   1.0081978479347478     
   1.1247534754299311E-002 ,  0.90343765529591513      ,   1.0216325177108765     
   1.1162294776963240E-002 ,  0.92218986667456115      ,  0.93371051057349985     
   1.1312264257096808E-002 ,  0.88957390380262102      ,   1.0254263482963790     
   1.1254939270285348E-002 ,  0.88532320797889741      ,   1.0614225174436749     
   1.1383170561351932E-002 ,  0.90567125041162488      ,  0.98270313275381516     
